frame,left_knee,right_knee,left_hip,right_hip
0,174.84453645688575,162.22809161736194,167.1224358069375,170.7714314346932
1,174.40321731435435,162.03221079415783,166.86999235626607,171.2460380503249
2,174.02389172615574,161.98075304847086,166.5318551839583,171.2581895453242
3,174.11215282178375,162.02694479187696,166.32948898304815,171.26253746983238
4,174.24815690283148,162.15366788728542,166.26092176622586,171.24526065957505
5,174.70765801623818,163.05105417552656,166.32849405466925,170.93024797476315
6,174.93521936037658,164.3725549465647,166.6552655940854,171.3680874621168
7,175.3055702867092,164.61266064989857,168.21630286526124,171.22589811265752
8,175.48074606790158,165.03285050027787,170.2374362487163,171.17268036243598
9,176.04494752139334,165.0211614761345,171.20175204444917,170.57800729779055
10,176.44355149760312,166.58729536293444,170.677394975849,171.47480785036723
11,176.71116593442983,170.30485525276944,170.63728406351586,173.7192785271223
12,176.19717428481547,174.02686768051657,170.8824299043167,176.19144494711102
13,177.4151791974232,176.54611798094996,172.05671957794863,177.3493603434671
14,179.85046933077757,178.74762782265807,174.43735779516413,178.65244124933022
15,178.3256612094729,179.26438602341656,175.31035957536045,179.9333991568357
16,175.61214042883196,178.25059420954938,176.11679137815378,179.46008738875483
17,173.307587836088,178.00308889832894,177.50735301713374,178.78113814664738
18,170.33068234730075,177.31014992401558,178.49045679962822,177.36883372960258
19,167.07268152548494,175.95963581769837,178.6688722598164,175.90770427286378
20,163.91372996131244,175.76059263452947,179.79896473888763,175.19247797001935
21,163.23022755154753,175.96363841699014,178.17934342259713,174.65055875058434
22,162.89620922867192,178.0781544516211,178.7955532669132,174.9016439418773
23,165.05479760672677,178.50587125846752,179.39195814037123,176.6082826217286
24,164.68905307082468,175.91469022778182,178.88649386116327,177.68256976166228
25,160.33266204281668,175.41707782883316,179.0438799311283,178.4760088937933
26,158.1350348390108,176.016822307462,177.83910686374577,178.8253957905181
27,158.93275148643255,177.343149489042,176.40104547867648,177.7024855867684
28,160.7251115821314,178.90163390780896,176.3794064715095,175.87374606529286
29,157.83324848292375,179.3577503471666,172.86514210925404,174.88908236812446
30,159.6882687570528,179.84460475952937,169.7557859589849,174.03947123211236
31,166.42455174698665,179.73213131348592,170.44421091550532,172.80103160509356
32,170.90490676907942,179.3809415868253,169.16833666992937,172.9040818697922
33,174.88007800253882,179.0144363830348,168.71172530687846,173.21445798522393
34,178.56470758296456,177.96032379945365,168.80514481505645,173.2404316159603
35,178.6920507315839,176.33189251141252,168.75344584856862,173.2912887093673
36,177.79073575099056,173.99742356384192,169.44884506727448,173.28977190186168
37,178.76012134231192,171.5565560847049,170.69703619192097,172.68831708144867
38,179.894294425278,168.0320018622516,170.81890834346228,172.98597400893593
39,179.9598380510348,164.11687419395895,172.64984944128065,172.69245657582184
40,179.9591645576647,157.96710960170222,174.2800404018233,174.77627902074207
41,179.65601815385185,152.50319343296678,176.6567341124452,176.8036154688927
42,178.69561612988633,143.38726536766086,178.15131913624737,178.57505634522707
43,177.07165347298164,139.6123439573376,179.3474209580836,176.1780604717037
44,178.57625566523578,135.89390236176456,178.78564631595427,175.01720870475842
45,179.10627679721088,138.10501983359725,179.81590184074514,174.6103531604684
46,179.87078037300856,137.1211165666181,179.33899583638444,171.0140604429274
47,177.95733414680785,140.35715172281206,178.6586285736221,168.7287046585782
48,179.8772857770723,144.34938320638597,176.64424628738425,168.09936007161855
49,178.0080967858809,146.50166901447,174.75815235159394,167.72407232860525
50,177.21937888691255,151.7781348438985,173.83059271259273,168.9747157979877
51,177.81489481424703,159.14211657522733,175.29955099606818,169.28448553399312
52,179.93305410812295,166.09793332357262,176.0975134812552,170.04700632309195
53,178.89463772523646,174.31411114352255,176.41399100096723,172.4816729336331
54,177.89842968048717,179.75710851980173,176.03280474294002,172.54862894372465
55,177.83506497461786,176.43371980944673,175.40878839041716,173.03668186728882
56,177.54602990590004,177.6989533936419,174.4622792394291,172.35672133271493
57,177.62730099491486,179.8652123225354,172.872477458331,171.97475814825134
58,175.06382305158635,178.19606293731533,171.61078068627882,173.12488906849381
59,170.21483426154023,179.25569068467283,173.4565814491487,175.69974220648302
60,163.57093467681827,179.29007452522086,173.8143518516868,176.6401867203056
61,157.05819299474172,179.88548733968068,175.67657092747615,177.5626202254568
62,155.16083308164238,176.81900214254162,176.3987240814939,176.73340882143663
63,151.25750076058185,175.9691531150137,177.69885868778226,177.3112584101134
64,143.01210681183892,175.61251773049756,179.67688172275044,176.94379246819435
65,145.57144347865875,176.1923134111505,178.49561718734964,178.34881693600246
66,146.7690897570089,178.22830015641503,174.90782601387627,179.8774416374063
67,146.19778380773366,179.48012547077897,171.68639767284617,177.86023996119687
68,146.2510780328755,178.34563181037774,169.37614211390436,177.88260621488288
69,150.18384201838293,177.80161767543376,169.36344863164612,176.78555020318322
70,152.91787355527606,178.12545585392758,167.86903392698628,176.46386829435383
71,160.75879193909293,179.02306628653122,167.27281758551766,175.163862031797
72,168.25467381544019,177.5516414218407,167.14532465778154,175.5401642679274
73,174.34822263875589,175.77936571238212,167.40743762657894,175.51303068784983
74,179.5986233570379,172.80420409299427,169.21074752004535,176.12664034519483
75,176.3295937934758,171.6403202121958,171.1967093070471,175.1591073636965
76,176.29442370555518,170.13784333752895,172.73483456308418,173.84769369070722
77,176.72631638621866,166.838008837162,173.9441626605406,173.88545391931515
78,178.01308442874117,162.78067000410016,174.89645906567517,174.4899839183443
79,178.0417073546949,155.7585864452501,176.84719470158328,176.0682792923523
80,177.91601766376354,147.67649318326073,178.55348614809014,179.00842871701295
81,174.73772661485452,140.54439645736963,178.89272320654993,178.8627243982133
82,175.66393653409625,134.65373168913436,178.63560416707415,176.01569706558553
83,178.80606287515317,135.66616973123922,179.0686557560491,175.22253126635812
84,179.41405444952187,134.07063030274213,178.56347030660942,171.630363108025
85,179.66555735443933,136.27522604046874,176.5597665324743,170.4008950505933
86,177.86566408924398,134.78665790901127,174.5952977258739,166.41849266068377
87,175.80294244688915,138.42118738094263,172.01755756116265,165.1925978076129
88,175.7379340177214,142.09461136115777,172.899285906297,165.1576968974811
89,174.70673740710626,149.57709383528814,172.47937307795985,166.86263348587343
90,175.67579287605096,158.60554818692643,172.25801208102789,168.78697550064274
91,179.33526806455833,169.90850858497276,174.42770963715253,171.46606546315684
92,179.41236544454298,177.35288202139137,173.6469070790137,173.30532104172045
93,179.76545387614155,177.82035038965407,172.70792356802096,173.0388129622115
94,178.49908650767026,177.9845730429439,172.32583524541766,173.0094325550786
95,177.04135296042264,179.59604786642382,171.80779983148648,173.7027491778477
96,174.1052117035064,179.378957253717,171.20893194431528,175.34344999874241
97,169.74653275500734,179.33820410179356,171.12503690885083,176.65218686061849
98,176.4915463164382,148.98431173545538,176.7991438852308,179.95285859649647
99,174.4687432683159,147.73022729792402,179.62447834021734,179.06253739633104
100,174.4076793581869,144.41608904345338,177.99868762017766,179.95543360171172
101,177.8741055140451,179.63010775035556,176.61637717369436,178.9539729575116
102,155.26194119503367,179.49545805069607,178.06900620584238,179.91840029659915
103,140.35896242213587,178.83257045181026,177.80071205531482,178.84802600867476
104,143.6788462434527,178.1439025992524,176.17112127924835,179.4210967149187
105,140.62490234901054,179.09294546213152,172.3819381611045,178.77645765546484
106,150.68057952445207,178.7962505959033,174.20493317422316,177.5553337871691
107,154.31368898530826,178.02326459136842,174.092318895296,177.57072945547776
108,155.10993631620528,179.15518920412595,172.57774102194145,176.16774680406382
109,160.1381026766489,177.69023609125742,171.21055937351187,176.7487073594058
110,167.77346446231957,177.9862686129455,171.01246113560984,175.78617422973096
111,176.0154825356362,177.97991075325325,172.2014787426519,174.29744705107987
112,177.35523135470163,176.20211035586297,173.16253057612118,174.4593626779744
113,174.84902397926263,174.17701890543714,173.209653728221,174.2710809169124
114,176.86732765943069,172.57165756971315,172.5899845684432,174.11649201945153
115,178.5536365020097,170.13009305087547,173.12061666370317,173.44834103600846
116,177.59167696767423,166.67603823494554,175.69083808465,172.96219807033097
117,179.40444505988194,160.6068035906137,176.19141097636145,175.16494699827808
118,177.79356287255567,153.54641989639822,179.22146397012006,177.35822221394952
119,177.20889911335132,144.54413350852886,179.47472802001107,178.865454417475
120,179.24354714473128,141.07716997455455,178.05686852742568,178.27999169789229
121,178.11836871508063,138.36370967021017,178.59504093783534,175.64706420456383
122,177.48895893432564,138.6327754209651,179.14369513346625,174.4386225084728
123,178.4816145006488,139.33068596628928,178.6515532985499,171.8536485264594
124,179.59022811384278,134.16053334601366,177.36971363210492,166.70404106550734
125,179.69650093188682,134.56288960069318,176.54084043275222,164.04586250387683
126,179.417196641208,137.42484994114707,176.80537707204684,162.65713170877234
127,177.61073410590103,143.39060542490827,178.09501203927434,162.34438307065108
128,178.31501130825353,152.49157219009075,176.68994118716842,163.2098497010633
129,177.61741798897737,162.6151082665234,175.5767793094596,166.05724937605976
130,177.8624980438289,170.9806711867845,174.03399616369154,169.0741121264604
131,177.6278623349743,177.62019801606934,172.99873347035316,171.1416101169145
132,176.3852762879033,177.58596951027843,172.52158177655497,171.85051065512502
133,174.60287963240123,177.29258218555756,172.6670692067925,172.92053781191407
134,172.8948937142349,179.61819842888494,171.37268476027637,173.14744763903474
135,170.0214000569669,179.3872135754688,170.596890406602,174.94360831684833
136,164.44868126516158,179.43889708911723,172.13675885911073,176.17411588732426
137,156.94486703739796,178.0005817516803,174.51651622733965,176.98861179098571
138,149.9469263172734,178.08215732989962,177.52204978453028,178.12904910320287
139,142.6280723356031,177.95018556622216,179.27812357601005,179.35148643090955
140,141.7355271287184,178.18596441025403,179.91735853035541,178.79731546020713
141,142.18911660429606,178.50784950580228,179.62979920389586,178.66562268425474
142,139.06483212743166,178.34665037833975,179.4258514182553,178.9390940785439
143,134.56709884924726,176.32713067703128,175.05202605838159,178.09634142979843
144,136.88646649096188,174.36244609958933,171.4432021896087,179.07351902522976
145,150.78397462382424,174.52008804456167,175.53540539775446,178.24538708417404
146,156.53063470345623,174.64494303236134,175.9942951765306,177.87388360514385
147,157.85877051750163,174.40652683874833,172.6305068795406,177.67065808918494
148,164.40813624537608,173.10104402128815,171.15979602543868,176.94132274968746
149,169.84821858141515,173.1645837165805,170.44892471035482,175.78802600496604
150,173.1424157407903,172.3839762170635,170.43076160071544,175.2436475755748
151,176.73389549840513,171.4799668148754,169.8695695950036,174.78483294157525
152,177.33670469128955,171.41379673990244,170.05145225059604,172.92097882957407
153,177.84125282552853,169.04108666640576,169.5121705718007,172.80334120072501
154,176.88564288978552,166.93597948434777,169.05801188604855,173.0021254856635
155,175.5458387075393,167.11504000626257,169.1695197503367,171.82279403928817
156,172.99919219270566,165.79814036086844,169.59262260214,171.35622814660664
157,173.02348779968824,164.246811771359,170.92000876228016,170.54528805864518
158,173.0759875383137,162.18191237660847,171.5264485906144,170.859222393806
159,174.4181353297392,161.01208847832632,173.8651982718914,170.18947892577592
160,176.05181395651675,160.11931727521915,175.0773479974787,170.95653471426914
161,177.71460352702513,156.4493107832859,175.96272901495243,172.98724450202428
162,178.49282374448376,154.68462604670572,176.01398823080908,173.91012887153335
163,178.97018481082645,153.58045885525217,176.5157420771479,174.8149534867057
164,179.70834664474108,155.2689320801559,176.47621633802123,175.30755558121407
165,178.94864845350187,158.99643967099388,175.94410925441832,175.03197770456094
166,178.27208728586885,162.23564583844043,176.16819883101934,174.8114060358238
167,177.66279794321645,167.49004619697206,176.01813242545876,173.99507250173488
168,176.69355465632577,172.08458627786504,176.07065225451063,172.93691606261743
169,176.72712192334794,174.7116751107925,174.85467264383865,172.97862104928564
170,177.4157536736886,175.9007704949754,174.06159492171585,172.6885387648381
171,177.77773955240005,179.48235240115042,173.13974393686547,171.12374560311343
172,179.23768659441356,176.9811186123058,172.06162299419697,169.1892732667028
173,179.97250944792435,173.43330805843414,171.2313820644372,167.2697561829289
174,179.075172559682,170.5073202074555,170.95207418988662,165.73635202212657
175,178.8764805857371,169.80653988844702,171.1877125884413,165.4289012646427
176,179.1453917567033,170.27729407987982,171.74571916720723,165.74167195112315
177,177.98323250075347,172.25357072741647,169.72987393373512,167.2369211038709
178,177.7355597685287,174.49682672750717,168.7122354738649,169.2135575184218
179,178.3371981681741,176.03106343584432,169.2525501366576,170.32748273702907
180,179.4541085756775,177.1136087359311,169.87751416107466,171.3080313657939
181,177.65689883916295,179.05939609764422,170.48876571111225,172.5278566946961
182,176.02118294315267,179.8924473436621,170.3536345341964,173.54966901412934
183,173.28757596172866,178.30465256815762,170.2758335040523,175.06892487280206
184,167.6755061816854,178.03687529544786,171.45169116277535,176.256043850836
185,162.39817310818438,177.7194356142914,172.9413067742722,177.99795631038432
186,155.68603497203733,178.21982539098013,176.06250270824899,178.78584021650633
187,148.84584638885636,178.3144792177765,179.15709310830326,178.6662685258519
188,146.84070269643163,178.2964998240907,176.22033763929147,179.63344337034988
189,148.41042394438827,179.50028903296985,175.74169518473354,179.90862871460317
190,148.30731954170622,175.90564977324522,171.13708155647248,179.47224112336485
191,150.77356344219925,175.55042566696758,169.91797800234647,179.4859757944914
192,150.4116544082464,176.87373337506904,168.41900292980935,179.2004382073965
193,156.29579912218887,177.87404289917637,169.19642210756425,179.13333392622394
194,164.49719388883116,177.73568627470752,172.42870765085493,178.48625073414166
195,170.62357408286246,177.70089835713213,172.48621679227287,177.35293296855707
196,175.88649090824515,177.69970683552106,171.76350245552862,176.56863105523132
197,178.8520240662502,177.5458483299219,171.44146883991644,174.40288120452368
198,178.67404805497517,177.07955122609647,170.91117230440983,172.89893901531457
199,176.4507037785595,174.50812928934585,172.81433753541558,172.93987302861478
200,177.63852761018782,171.72881581813058,173.62233450781636,172.883138499921
201,179.46802712609994,169.74943670064752,174.73922591402936,171.50558864673528
202,179.33009497261838,163.3758838695784,176.34845647334282,173.13945858624473
203,179.9707621658601,156.148181369404,176.98177592532002,175.81887599387647
204,179.05655445160048,148.00427381346898,178.72014887227687,177.68115145073236
205,179.644077844108,146.89258485944836,179.48448248330865,178.23332075298947
206,179.05519159153542,142.99006896235838,179.53193774370072,179.65827010744385
207,177.15986186475337,137.99038864635423,179.1478692725047,177.6776773247533
208,174.51323349923553,138.39387659453448,178.34764265343583,174.06582597934857
209,174.59465097189806,141.51124293911883,179.3732173639196,173.3642888724473
210,179.6343556199756,146.34472106363106,178.17725861507506,170.54518728037348
211,178.33241355663924,148.09197806443552,176.78197240251922,168.62073813984895
212,178.8893142154348,150.41978344381698,176.52013377204483,166.95507892933037
213,179.25434439018363,157.77634758290077,175.86334932398688,166.21044599798995
214,179.1195435816149,165.37909199920998,175.67337955301824,167.7846705101569
215,177.18114019079886,172.34280641819797,175.6258306766997,168.45177745646606
216,177.0927912665983,179.28446473805835,174.3447947458744,171.20924443714745
217,175.33144825519224,177.59847442630874,174.42788369952075,171.46780182626637
218,174.42920949020393,177.36107699309915,173.01738976142283,172.04852344902295
219,171.9924946714023,178.55656298841936,172.44299352177794,173.53719122561608
220,169.30784548641722,178.97634826341948,172.5267408028103,175.49375310791825
221,164.55292461762707,178.62865368199073,172.9929345931226,177.23696862064753
222,157.6288199155333,178.35483638892393,175.09188949610035,178.59035697076143
223,150.0930825825899,178.27764586553727,178.6310825894655,179.91752075823464
224,141.7581669148354,176.39486096057678,177.979245270769,179.2913701166918
225,139.2696728883596,178.45093891685445,176.10966378376415,178.31667447839263
226,138.31525817323455,179.08371141479606,173.6793301356717,177.0063158017145
227,135.37996276664714,177.15148601171694,171.94691301762595,178.9187171400818
228,136.32234919614018,176.6042786283849,170.17075149580631,179.5808298186239
229,140.97122055553473,176.65920533527958,168.88959044242486,178.6855282801085
230,142.29605343123367,177.16729350096938,166.81436869414213,177.54107525128723
231,145.4087101573332,177.16668235792173,166.9475563823128,178.14469032574195
232,150.20846926501002,177.92206988541326,165.53378070214103,177.84004891081895
233,159.382316524978,178.90055657328563,167.33907326641014,175.55314566869936
234,166.2571623971247,179.03134948363697,168.376814943063,174.20868826196562
235,174.40740897574855,178.56110122919327,169.7496567148699,174.0861449847312
236,179.6577944463329,177.36595658416084,171.16298985518824,173.51785463575635
237,177.89554259108712,175.63803612561145,171.27914653229345,172.76204431197218
238,177.6630822573263,173.37435003959774,172.85118476167264,172.55767986334817
239,178.89982866017863,172.18548991675536,175.08519993432347,170.72676513119094
240,178.96262840160304,168.08040355740414,175.50140186579276,170.46309357182517
241,178.1107342535004,162.2500478788822,174.7698564724989,172.48968342071868
242,178.00311497521213,154.08220417748015,175.40128997624947,176.59908411819637
243,179.6396273571351,147.7761816975057,177.39735607696576,178.50003648070594
244,179.2737704178329,144.42292529273968,178.59427215999057,178.78950915558033
245,178.94005556153073,142.05448751476513,179.7710907954795,179.1490386443365
246,177.62441231762725,140.6265141596345,179.57216796860547,175.726453381832
247,177.8131844655573,140.2852684292622,179.55615121599726,174.13403678787833
248,177.9067748108421,139.12678818217054,179.38061837049136,169.16421610689298
249,179.62930259618128,151.18885693339814,177.71960626733969,171.80879390353905
250,178.7861452414371,150.11734417763094,176.3431874537321,170.256694326968
251,179.9939941987823,151.99983390604456,176.24687443088004,168.5030155535854
252,179.67803343648228,160.94378358941154,174.96814126910166,169.42343791241535
253,176.88136333422523,169.3488674786999,176.03193915157067,171.2869353662406
254,175.61567627755898,177.37012002859518,176.33346163746117,171.53742271403559
255,176.16097641306428,179.9137448174359,173.84372713746444,171.20317493068927
256,174.1215613345403,177.75238422455783,174.00302623089462,171.24083850438538
257,173.4717640776493,179.0525398279633,172.18511479751677,172.6505744442667
258,169.2819907293068,179.36580638661655,174.50533663461238,173.92422441604472
259,165.70788780354542,179.9660331950897,174.4737880963431,174.93311595489908
260,154.2224579680898,177.161170665137,177.81305418365588,178.3569544678918
261,144.82254522066637,176.97102692503648,179.1613038981709,178.0508912611732
262,141.3852571844965,179.767971513616,178.82386572526883,177.4285216203015
263,141.11084431033154,175.1225080800377,176.9695808133646,174.93826289515312
264,134.87756042974854,175.48094846955078,171.6625742586599,176.06639375988524
265,136.88314238487627,174.14446809908267,170.48681083292354,175.37180988614594
266,142.1606689246341,174.865643931749,170.06023439084143,177.3147035421099
267,141.95625760815014,178.16021411452766,167.9388337122119,179.0707346449761
268,141.29069342584458,176.07472792305242,165.21759010183894,179.6072131711825
269,146.1936244574979,177.33135937757368,164.55765154274255,178.6463924820165
270,152.8240577476886,179.28527391790294,163.68313233861414,175.75427911165664
271,160.72509531857213,179.67712582135127,164.27345958619878,176.24603962488658
272,170.5061619269495,178.78061221768627,166.68680187266742,173.08416518563627
273,179.0083268104893,179.56782171635993,169.47512355898047,171.8480908964883
274,178.49708254131886,178.96583654397583,169.81716132953275,171.67205691942092
275,178.6698520362045,175.5530620913407,170.5047756502572,173.13717905027343
276,179.71613785482597,173.3952790257431,171.75722329944736,172.34421529517996
277,178.7665693599941,167.0027688001092,171.83870447774655,173.15491148729976
278,178.74111573065827,163.02882638144294,173.44751245094793,173.55282897466182
279,178.63592165844187,156.9740778128027,175.54541496723985,175.35473024578098
280,177.99273081489108,150.02135051572273,176.502033057862,179.48616147011205
281,178.01470956377887,142.27040745236246,177.80102685999717,177.6529115567771
282,176.90255336397834,141.02691887394244,178.00826229096072,178.581764254262
283,176.37303448911095,141.80207119012414,179.35915040539052,176.06136282777777
284,172.1579323981846,149.65473592913673,178.35809481909183,173.67303543155126
285,171.14553531731264,153.8596069805746,178.63246269090246,174.6091922983478
286,172.7327282539885,150.34917546022444,179.1564523167297,173.08268192094684
287,174.58285298297832,159.58007998174628,179.1795360809756,175.2191470601458
288,170.36980647181167,162.84402948009543,178.7597160896713,175.18351928855492
289,175.58400961584627,162.52238427122379,178.06722432488502,172.960949578067
290,176.20940602074896,170.06994721906204,175.9942207813033,173.8125672805409
291,173.13313889071614,177.76767829922065,176.904388971856,174.6150564580098
292,170.2594396441211,176.62479217609618,177.78372497349199,175.41754683171
293,169.91684655395497,175.19387315831497,176.05828744101396,175.42935719471035
294,167.610686489501,175.5307602143344,176.27387721153215,177.14117746924362
295,164.6259751636431,178.6582042170256,175.80829071791692,177.70362297885112
296,161.41463789509615,179.2635203643407,176.2582281562913,179.45029323016124
297,160.21282959470915,179.2235114196394,173.6433033634197,179.77365747962054
298,152.4190469701485,177.88653694577522,176.9041180753348,178.0377906780644
299,149.60027473064864,175.1616043481719,177.42136609832838,176.09715566496564
300,145.6109535162286,174.2186000599681,179.74015170228895,176.3513188410244
301,139.8598806070549,176.09979593608085,174.38990044993182,177.84024323429162
302,138.25823201878836,177.24041192632615,171.19149104463227,179.69678460073132
303,136.41245830295918,179.49345549799017,167.71941947339582,178.74157942968563
304,136.05167412449703,179.53580733980772,164.38143437612982,177.088442894929
305,140.36880059907296,177.73787743570432,164.02599238897534,176.34387006067004
306,147.99855530578589,176.49507706199608,165.54179918264958,175.6340944101973
307,157.8437654880673,176.69502729488786,166.99439189643923,173.5394091750735
308,164.971532776224,176.72938634033926,167.38954650095403,173.06125896245538
309,170.08788191936074,177.22433976642887,166.85314124310125,172.60990268491298
310,174.80759329405228,177.3075064289407,166.50664653175824,171.9567679719474
311,177.5903763002817,176.87579278806083,166.64607240687636,171.70090664160486
312,177.00673154702622,176.88020280441035,165.65434020581057,171.11449070413101
313,177.71728998415364,176.82456451640505,166.07216922958204,170.09830982107536
314,178.00696079477262,176.08737666771825,166.9637589033842,169.30555599019485
315,176.17325677874442,174.8018055791081,166.12973430673796,169.88538778886775
316,175.0304081236421,174.38038850825254,166.33351260790968,169.08296278057475
317,176.00980528151473,172.87484977819597,167.23693394434187,169.50622558814325
318,175.78224505542053,172.3248481463956,167.87577719110013,169.688743458258
319,177.51492370765877,172.17983816167433,169.3892615452263,169.92902654685886
